account_id,product_id,MAG,AG,date_id,promo_flag,promo_discount_perc,base_demand,ordered_units
1,9,E01,638,738,0,0,18,89
1,10,E01,638,738,0,0,97,97
1,10,E01,638,745,0,0,271,271
1,10,E01,638,752,0,5.031578231,120,120
1,10,E01,638,759,0,3.331446163,64,64
1,10,E01,638,766,0,0,90,90
1,10,E01,638,773,0,0,189,189
1,10,E01,638,780,0,0,181,181
1,10,E01,638,787,0,0,113,113
1,10,E01,638,794,0,0,135,135
1,10,E01,638,801,0,0,185,185
1,10,E01,638,808,0,0.036348931,117,117
1,10,E01,638,815,0,4.577475949,108,108
1,10,E01,638,822,0,2.13194087,105,105
1,10,E01,638,829,0,0,78,78
1,10,E01,638,836,0,0,93,93
1,10,E01,638,843,0,0,67,67
1,10,E01,638,850,0,1.441918862,68.02479339,73
1,10,E01,638,857,1,21.65574915,70.83471074,472
1,10,E01,638,864,1,23.04721162,75.03305785,290
1,10,E01,638,871,1,22.23587074,80.2231405,170
1,10,E01,638,878,1,23.45868637,86.00826446,129
1,10,E01,638,885,1,22.25048138,91.99173554,153
1,10,E01,638,892,1,22.74936091,97.7768595,154
1,10,E01,638,899,1,22.92740949,102.9669421,228
1,10,E01,638,906,1,22.92354456,107.1652893,116
1,10,E01,638,913,1,23.16483971,109.9752066,120
1,10,E01,638,920,0,2.781747284,111,111
1,10,E01,638,927,0,1.558066047,39,39
1,10,E01,638,934,0,1.787877751,91,91
1,10,E01,638,941,0,0,86.06997085,82
1,10,E01,638,948,1,17.82030528,73.35568513,127
1,10,E01,638,955,1,22.70828165,55.97084548,225
1,10,E01,638,962,1,22.60012732,37.02915452,353
1,10,E01,638,969,1,22.39164596,19.64431487,2
1,10,E01,638,976,1,11.14505889,6.930029155,3
1,10,E01,638,983,0,0,2,2
1,10,E01,638,990,0,0,2,2
1,10,E01,638,997,0,0,2,2
1,10,E01,638,1004,0,0,1,1
1,10,E01,638,1011,0,0,0,0
1,10,E01,638,1018,0,0,0,0
1,10,E01,638,1025,0,0,0,1
1,10,E01,638,1032,1,10.04100523,0,2
1,10,E01,638,1039,1,10.04100523,0,1
1,10,E01,638,1046,1,10.04100523,0,0
1,10,E01,638,1053,1,10.04100523,0,0
1,10,E01,638,1060,1,10.04100523,0,2
1,10,E01,638,1067,1,10.04100523,0,0
1,10,E01,638,1074,1,10.04100523,0,1
1,10,E01,638,1081,1,10.04100523,0,-1
1,10,E01,638,1088,1,10.04100523,0,0
1,10,E01,638,1095,1,10.04100523,0,0
1,10,E01,638,1109,1,10.04100523,0,0
1,10,E01,638,1116,1,10.04100523,0,0
1,10,E01,638,1123,1,10.04100523,0,0
1,10,E01,638,1130,1,10.04100523,0,0
1,10,E01,638,1137,1,10.04100523,0,0
1,10,E01,638,1144,1,10.04100523,0,0
1,10,E01,638,1151,1,10.04100523,0,0
1,10,E01,638,1158,1,10.04100523,0,0
1,10,E01,638,1165,0,0,0,0
1,10,E01,638,1172,0,0,0,0
1,10,E01,638,1179,0,0,0,0
1,10,E01,638,1186,0,0,0,0
1,10,E01,638,1193,0,0,0,0
1,10,E01,638,1200,0,0,0,0
1,10,E01,638,1207,0,0,0,0
1,10,E01,638,1214,0,0,0,0
1,10,E01,638,1221,0,0,0,0
1,10,E01,638,1228,0,0,0,0
1,10,E01,638,1235,0,0,0,0
1,10,E01,638,1242,0,0,0,0
1,10,E01,638,1249,0,0,0,0
1,10,E01,638,1256,0,0,0,0
1,10,E01,638,1263,0,0,0,0
1,10,E01,638,1270,0,0,0,0
1,10,E01,638,1277,0,0,0,0
1,10,E01,638,1284,0,0,0,0
1,10,E01,638,1291,0,0,0,0
